#,NAME,NAME ARABIC,TYPE EN,TYPE AR,SUBTYPE EN,SUBTYPE AR,BLOCK,POINT_X_Longitude,POINT_Y_Latitude
249,AL EMAM MALEK BIN ANAS PRIMARY BOYS SCHOOL,مدرسة الإمام مالك بن أنس الابتدائية للبنين,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,PUBLIC SCHOOLS - BOYS,مدارس عامة - أولاد,933,50.5650445899999,26.14157395
250,AL FARABI INTERMEDIATE BOYS SCHOOL,مدرسة الفارابي الاعدادية للبنين,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,PUBLIC SCHOOLS - BOYS,مدارس عامة - أولاد,1214,50.5116307099999,26.0706782399999
251,AL HIDAYAH AL KHALIFA SECONDARY BOYS SCHOOL,مدرسة الهداية الخليفية الثانوية للبنين,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,PUBLIC SCHOOLS - BOYS,مدارس عامة - أولاد,222,50.60965816,26.2622016
252,AL JASRAH PRIMARY BOYS SCHOOL,مدرسة الجسرة الابتدائية للبنين,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,PUBLIC SCHOOLS - BOYS,مدارس عامة - أولاد,1004,50.4546420499999,26.16185097
253,AL JAZEERA PRIMARY BOYS SCHOOL,مدرسة الجزيرة الابتدائية للبنين,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,PUBLIC SCHOOLS - BOYS,مدارس عامة - أولاد,382,50.58280336,26.1848830399999
254,AL KHALIL BIN AHMED INTERMEDIATE BOYS SCHOOL,مدرسة الخليل بن احمد الاعدادية للبنين,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,PUBLIC SCHOOLS - BOYS,مدارس عامة - أولاد,1026,50.4819477599999,26.1170231999999
255,AL KHAMIS PRIMARY BOYS SCHOOL,مدرسة الخميس الابتدائية للبنين,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,PUBLIC SCHOOLS - BOYS,مدارس عامة - أولاد,365,50.54938484,26.20665601
256,AL KHAWAREZMY PRIMARY BOYS SCHOOL,مدرسة الخوارزمي الابتدائية للبنين,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,PUBLIC SCHOOLS - BOYS,مدارس عامة - أولاد,244,50.64349541,26.25357513
257,AL MAMOON PRIMARY BOYS SCHOOL,مدرسة المأمون الابتدائية للبنين,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,PUBLIC SCHOOLS - BOYS,مدارس عامة - أولاد,307,50.58659156,26.22929291
258,AL MUHARRAQ SECONDARY BOYS SCHOOL,مدرسة المحرق الثانوية للبنين,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,PUBLIC SCHOOLS - BOYS,مدارس عامة - أولاد,204,50.61979267,26.2583441899999
259,AL MUNTHER BIN SAWI ALTEMEEMY PRIMARY BOYS SCHOOL,مدرسة المنذر بن ساوي التميمي الابتدائية للبنين,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,PUBLIC SCHOOLS - BOYS,مدارس عامة - أولاد,624,50.60751657,26.13786405
260,AL RAWDAH PRIMARY BOYS SCHOOL,مدرسة الروضة الابتدائية للبنين,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,PUBLIC SCHOOLS - BOYS,مدارس عامة - أولاد,1208,50.5089696399999,26.11376241
261,AL RAZI PRIMARY BOYS SCHOOL,مدرسة الرازي الابتدائية للبنين,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,PUBLIC SCHOOLS - BOYS,مدارس عامة - أولاد,414,50.5356374599999,26.22578942
262,AL SEHLA PRIMARY & INTERMEDIATE BOYS SCHOOL,مدرسة السهلة الابتدائية الاعدادية للبنين,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,PUBLIC SCHOOLS - BOYS,مدارس عامة - أولاد,439,50.5283943,26.2035182999999
263,AL WADI PRIMARY BOYS SCHOOL,مدرسة الوادي الابتدائية للبنين,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,PUBLIC SCHOOLS - BOYS,مدارس عامة - أولاد,1211,50.50644599,26.08797527
264,AL WEHDA SECONDARY BOYS SCHOOL,مدرسة الوحدة الثانوية للبنين,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,PUBLIC SCHOOLS - BOYS,مدارس عامة - أولاد,925,50.5740613999999,26.12689975
265,AL YARMOUK PRIMARY BOYS SCHOOL,مدرسة اليرموك الابتدائية للبنين,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,PUBLIC SCHOOLS - BOYS,مدارس عامة - أولاد,607,50.6220409,26.1557600699999
266,AL ZALLAQ PRIMARY & INTERMEDIATE BOYS SCHOOL,مدرسة الزلاق الابتدائية الاعدادية للبنين,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,PUBLIC SCHOOLS - BOYS,مدارس عامة - أولاد,1056,50.49043806,26.0498935799999
267,ALJABERIYA SECONDARY TECHNICAL BOYS SCHOOL,مدرسة الجابرية الصناعية الثانوية للبنين,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,PUBLIC SCHOOLS - BOYS,مدارس عامة - أولاد,331,50.5738202599999,26.2077243499999
268,ALMUTANABI PRIMARY BOYS SCHOOL,مدرسة المتنبي الابتدائية للبينن,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,PUBLIC SCHOOLS - BOYS,مدارس عامة - أولاد,308,50.58412837,26.2246382999999
269,ALRASHEED PRIMARY BOYS SCHOOL,مدرسة الرشيد الابتدائية للبنين,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,PUBLIC SCHOOLS - BOYS,مدارس عامة - أولاد,305,50.5812059699999,26.23379183
270,ALSALMANIYA INTERMEDIATE BOYS SCHOOL,مدرسة السلمانية الاعدادية للبنين,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,PUBLIC SCHOOLS - BOYS,مدارس عامة - أولاد,311,50.57133202,26.22172733
271,ALSANABIS PRIMARY BOYS SCHOOL,مدرسة السنابس الابتدائية للبنين,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,PUBLIC SCHOOLS - BOYS,مدارس عامة - أولاد,408,50.54445072,26.2248692699999
272,ALTAAWON SECONDARY BOYS SCHOOL,مدرسة التعاون الثانوية للبنين,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,PUBLIC SCHOOLS - BOYS,مدارس عامة - أولاد,745,50.58541506,26.1463894
273,AMMAR BEN YASER PRIMARY BOYS SCHOOL,مدرسة عمار بن ياسر الابتدائية للبنين,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,PUBLIC SCHOOLS - BOYS,مدارس عامة - أولاد,815,50.56934871,26.15982288
274,AQBAH BIN NAFEA PRIMARY BOYS SCHOOL,مدرسة عقبة بن نافع الابتدائية للبنين,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,PUBLIC SCHOOLS - BOYS,مدارس عامة - أولاد,913,50.56022661,26.13433728
275,ARAD PRIMARY & INTERMEDIATE BOYS SCHOOL,مدرسة عراد الابتدائية الاعدادية للبنين,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,PUBLIC SCHOOLS - BOYS,مدارس عامة - أولاد,245,50.63734962,26.2486028
276,ARAD PRIMARY BOYS SCHOOL,مدرسة عراد الابتدائية للبنين,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,PUBLIC SCHOOLS - BOYS,مدارس عامة - أولاد,245,50.6322384899999,26.24664027
277,ASKAR PRIMARY & INTERMEDIATE BOYS SCHOOL,مدرسة عسكر الابتدائية الاعدادية للبنين,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,PUBLIC SCHOOLS - BOYS,مدارس عامة - أولاد,950,50.61694577,26.0596595899999
278,AWAL INTERMEDIATE BOYS SCHOOL,مدرسة أوال الاعدادية للبنين,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,PUBLIC SCHOOLS - BOYS,مدارس عامة - أولاد,607,50.6200285899999,26.1556547399999
279,BADER AL KUBRA PRIMARY BOYS SCHOOL,مدرسة بدر الكبرى الابتدائية للبنين,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,PUBLIC SCHOOLS - BOYS,مدارس عامة - أولاد,814,50.5609339999999,26.16796312
280,BAHRAIN PROFESSIONAL SECONDARY BOYS SCHOOL,مدرسة البحرين المهنية الثانوية للبنين,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,PUBLIC SCHOOLS - BOYS,مدارس عامة - أولاد,841,50.54758901,26.1587352499999
281,BAR BAR PRIMARY BOYS SCHOOL,مدرسة باربار الابتدائية للبنين,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,PUBLIC SCHOOLS - BOYS,مدارس عامة - أولاد,524,50.47798306,26.22940199
282,BILAD ALQADIM INTERMEDIATE BOYS SCHOOL,مدرسة بلاد القديم الاعدادية للبينن,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,PUBLIC SCHOOLS - BOYS,مدارس عامة - أولاد,362,50.55823534,26.2075234299999
283,BURI PRIMARY BOYS SCHOOL,مدرسة بوري الابتدائية للبنين,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,PUBLIC SCHOOLS - BOYS,مدارس عامة - أولاد,756,50.4983753799999,26.1478175099999
284,EAST RIFFA PRIMARY BOYS SCHOOL,مدرسة الرفاع الشرقي الابتدائية للبنين,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,PUBLIC SCHOOLS - BOYS,مدارس عامة - أولاد,903,50.56405559,26.11728716
285,EAST RIFFA SECONDARY BOYS SCHOOL,مدرسة الرفاع الشرقي الثانوية للبنين,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,PUBLIC SCHOOLS - BOYS,مدارس عامة - أولاد,925,50.5738833899999,26.1277675599999
286,HAMAD TOWN INTERMEDIATE BOYS SCHOOL,مدرسة مدينة حمد الاعدادية للبنين,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,PUBLIC SCHOOLS - BOYS,مدارس عامة - أولاد,1205,50.49611685,26.13109833
287,HAMAD TOWN PRIMARY BOYS SCHOOL,مدرسة مدينة حمد الابتدائية للبنين,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,PUBLIC SCHOOLS - BOYS,مدارس عامة - أولاد,1206,50.50437883,26.1266417
288,HAMAD TOWN SECONDARY BOYS SCHOOL,مدرسة مدينة حمد الثانوية للبنين,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,PUBLIC SCHOOLS - BOYS,مدارس عامة - أولاد,1205,50.49701798,26.13242095
289,HASAAN BIN THABIT PRIMARY BOYS SCHOOL,مدرسة حسان بن ثابت الابتدائية للبنين,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,PUBLIC SCHOOLS - BOYS,مدارس عامة - أولاد,207,50.60550253,26.25460002
290,HATTEEN PRIMARY BOYS SCHOOL,مدرسة حطين الابتدائية للبنين,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,PUBLIC SCHOOLS - BOYS,مدارس عامة - أولاد,313,50.56430057,26.2246924499999
291,HIDD PRIMARY & INTERMEDIATE BOYS SCHOOL,مدرسة الحد الابتدائية الاعدادية للبنين,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,PUBLIC SCHOOLS - BOYS,مدارس عامة - أولاد,102,50.65646456,26.2504382599999
292,HIDD PRIMARY BOYS SCHOOL,مدرسة الحد الابتدائية للبنبن,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,PUBLIC SCHOOLS - BOYS,مدارس عامة - أولاد,106,50.65697105,26.24354782
293,IBN AL NAFIS PRIMARY BOYS SCHOOL,مدرسة إبن النفيس الابتدائية للبنين,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,PUBLIC SCHOOLS - BOYS,مدارس عامة - أولاد,608,50.6125766999999,26.15932209
294,IBN ROSHD INTERMEDIATE BOYS SCHOOL,مدرسة إبن رشد الاعدادية للبنين,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,PUBLIC SCHOOLS - BOYS,مدارس عامة - أولاد,901,50.56355318,26.1215294299999
295,IBN SINA PRIMARY BOYS SCHOOL,مدرسة إبن سينا الابتدائية للبنين,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,PUBLIC SCHOOLS - BOYS,مدارس عامة - أولاد,1204,50.5047165699999,26.1344777899999
296,IBN TUFAIL PRIMARY BOYS SCHOOL,مدرسة إبن طفيل الابتدائية للبنين,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,PUBLIC SCHOOLS - BOYS,مدارس عامة - أولاد,1216,50.5134977199999,26.06467491
297,ISA TOWN INTERMEDIATE BOYS SCHOOL,مدرسة مدينة عيسى الاعدادية للبنين,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,PUBLIC SCHOOLS - BOYS,مدارس عامة - أولاد,810,50.5475877499999,26.1757578299999
298,ISA TOWN PRIMARY BOYS SCHOOL,مدرسة مدينة عيسى الابتدائية للبنين,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,PUBLIC SCHOOLS - BOYS,مدارس عامة - أولاد,803,50.5401306199999,26.1810034899999
299,ISA TOWN SECONDARY BOYS SCHOOL,مدرسة مدينة عيسى الثانوية للبنين,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,PUBLIC SCHOOLS - BOYS,مدارس عامة - أولاد,813,50.5640116399999,26.1641109199999
300,JAAFARI RELIGIOUS INSTITUTE,المعهد الديني الجعفري,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,PUBLIC SCHOOLS - BOYS,مدارس عامة - أولاد,340,50.60384844,26.2117396499999
301,JABER BIN HAYAN PRIMARY BOYS SCHOOL,مدرسة جابر بن حيان الابتدائية للبنين,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,PUBLIC SCHOOLS - BOYS,مدارس عامة - أولاد,542,50.4626865099999,26.2230914499999
302,JIDHAFS INTERMEDIATE BOYS SCHOOL,مدرسة جدحفص الاعدادية للبنين,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,PUBLIC SCHOOLS - BOYS,مدارس عامة - أولاد,431,50.52866001,26.21683118
303,JIDHAFS PRIMARY BOYS SCHOOL,مدرسة جدحفص الابتدائية للبنين,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,PUBLIC SCHOOLS - BOYS,مدارس عامة - أولاد,425,50.5361829499999,26.21679722
304,JIDHAFS SECONDARY TECHNICAL BOYS SCHOOL,مدرسة جدحفص الثانوية الصناعية للبنين,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,PUBLIC SCHOOLS - BOYS,مدارس عامة - أولاد,431,50.52732308,26.21788411
305,KARZAKKAN PRIMARY BOYS SCHOOL,مدرسة كرزكان الابتدائية للبنين,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,PUBLIC SCHOOLS - BOYS,مدارس عامة - أولاد,1026,50.4823927799999,26.11604561
306,KHALID BIN AL WALEED PRIMARY BOYS SCHOOL,مدرسة خالد بن الوليد الابتدائية للبنين,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,PUBLIC SCHOOLS - BOYS,مدارس عامة - أولاد,809,50.54760945,26.16847534
307,NAIM SECONDARY BOYS SCHOOL,مدرسة النعيم الثانوية للبنين,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,PUBLIC SCHOOLS - BOYS,مدارس عامة - أولاد,314,50.5683148399999,26.22944987
308,OMAR BIN ABDULAZIZ PRIMARY BOYS SCHOOL,مدرسة عمر بن عبدالعزيز الابتدائية للبنبن,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,PUBLIC SCHOOLS - BOYS,مدارس عامة - أولاد,216,50.6170435599999,26.2440934199999
309,OMAR BIN AL KHATTAB PRIMARY & INTERMEDIATE BOYS SCHOOL,مدرسة عمر بن الخطاب الابتدائية الاعدادية للبنين,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,PUBLIC SCHOOLS - BOYS,مدارس عامة - أولاد,203,50.60902836,26.25829677
310,OSAMAH BIN ZAID PRIMARY BOYS SCHOOL,مدرسة أسامة بن زيد الابتدائية للبنين,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,PUBLIC SCHOOLS - BOYS,مدارس عامة - أولاد,1210,50.5029978099999,26.09944716
311,OTHMAN BIN AFFAN INTERMEDIATE BOYS SCHOOL,مدرسة عثمان بن عفان الاعدادية للبنين,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,PUBLIC SCHOOLS - BOYS,مدارس عامة - أولاد,813,50.56131889,26.16392717
312,QALALI PRIMARY BOYS SCHOOL,مدرسة قلالي الابتدائية للبنين,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,PUBLIC SCHOOLS - BOYS,مدارس عامة - أولاد,254,50.65548176,26.26815007
313,QUDAIBIYA PRIMARY & INTERMEDIATE BOYS SCHOOL,مدرسة القضيبية الابتدائية الاعدادية للبنين,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,PUBLIC SCHOOLS - BOYS,مدارس عامة - أولاد,325,50.59226245,26.2208684699999
314,RELIGIOUS INSTITUTE,المعهد الديني,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,PUBLIC SCHOOLS - BOYS,مدارس عامة - أولاد,324,50.60038412,26.21787071
315,RELIGIOUS INSTITUTE,المعهد الديني,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,PUBLIC SCHOOLS - BOYS,مدارس عامة - أولاد,340,50.60828447,26.2126872099999
316,RIFFA INTERMEDIATE BOYS SCHOOL,مدرسة الرفاع الاعدادية للبنين,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,PUBLIC SCHOOLS - BOYS,مدارس عامة - أولاد,919,50.5647929399999,26.1324611699999
317,SAAD BIN ABI WAQAS PRIMARY BOYS SCHOOL,مدرسة سعد بن أبي وقاص الابتدائية للبنين,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,PUBLIC SCHOOLS - BOYS,مدارس عامة - أولاد,1209,50.5010341799999,26.11107664
318,SAFREH PRIMARY & INTERMEDIATE BOYS SCHOOL,مدرسة سافره الابتدائية الاعدادية للبنين,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,PUBLIC SCHOOLS - BOYS,مدارس عامة - أولاد,944,50.54176205,26.09982703
319,SALAH ALDIN AL AYOUBI PRIMARY BOYS SCHOOL,مدرسة صلاح الدين الأيوبي الابتدائية للبنين,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,PUBLIC SCHOOLS - BOYS,مدارس عامة - أولاد,925,50.57251093,26.1282232699999
320,SAMAHEEJ PRIMARY & INTERMEDIATE BOYS SCHOOL,مدرسة سماهيج الابتدائية الاعدادية للبنين,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,PUBLIC SCHOOLS - BOYS,مدارس عامة - أولاد,236,50.6397638099999,26.27635699
321,SANAD PRIMARY BOYS SCHOOL,مدرسة سند الابتدائية للبنين,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,PUBLIC SCHOOLS - BOYS,مدارس عامة - أولاد,743,50.58003481,26.15233763
322,SAR PRIMARY BOYS SCHOOL,مدرسة سار الابتدائية للبنين,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,PUBLIC SCHOOLS - BOYS,مدارس عامة - أولاد,523,50.4840844,26.1936095599999
323,SHAHRAKKAN PRIMARY BOYS SCHOOL,مدرسة شهركان الابتدائية للبنين,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,PUBLIC SCHOOLS - BOYS,مدارس عامة - أولاد,1042,50.49653157,26.0731775299999
324,SHAIKH ABDULAZIZ BIN MUHAMMAD SECONDARY BOYS SCHOOL,مدرسة الشيخ عبدالعزيز بن محمد الثانوية للبنين,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,PUBLIC SCHOOLS - BOYS,مدارس عامة - أولاد,336,50.5923111,26.20965298
325,SHAIKH ABDULLAH BIN ISA SECONDARY TECHNICAL BOYS SCHOOL,مدرسة الشيخ عبدالله بن عيسى الصناعية الثانوية للبنين,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,PUBLIC SCHOOLS - BOYS,مدارس عامة - أولاد,841,50.5440280099999,26.1615155299999
326,SHAIKH ISA BIN ALI SECONDARY BOYS SCHOOL,مدرسة الشيخ عيسى بن علي الثانوية للبنين,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,PUBLIC SCHOOLS - BOYS,مدارس عامة - أولاد,841,50.5437658399999,26.16154905
327,SHAIKH KHALIFA TECHNOLOGY INSTITUTE,معهد الشيخ خليفة للتكنولوجيا,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,PUBLIC SCHOOLS - BOYS,مدارس عامة - أولاد,228,50.6017744999999,26.26535485
328,SHAIKH MUHAMMAD BIN ISA PRIMARY BOYS SCHOOL,مدرسة الشيخ محمد بن عيسى الابتدائية للبنين,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,PUBLIC SCHOOLS - BOYS,مدارس عامة - أولاد,209,50.6128510599999,26.2537683599999
329,SHAIKH MUHAMMAD BIN KHALIFA AAL KHALIFA PRIMARY & INTERMEDIATE BOYS SCHOOL,مدرسة سمو الشيخ محمد بن خليفة آل خليفة الابتدائية الاعدادية للبنين,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,PUBLIC SCHOOLS - BOYS,مدارس عامة - أولاد,552,50.4471881999999,26.2133052199999
330,SITRA PRIMARY BOYS SCHOOL,مدرسة سترة الابتدائية للبنين,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,PUBLIC SCHOOLS - BOYS,مدارس عامة - أولاد,605,50.6171993,26.16135208
331,TARIQ BIN ZIYAD INTERMEDIATE BOYS SCHOOL,مدرسة طارق بن زياد الاعدادية للبنين ,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,PUBLIC SCHOOLS - BOYS,مدارس عامة - أولاد,204,50.6190315799999,26.25805902
332,TUBLI PRIMARY BOYS SCHOOL,مدرسة توبلي الابتدائية للبنين,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,PUBLIC SCHOOLS - BOYS,مدارس عامة - أولاد,709,50.5517486899999,26.180253
333,UMM ALHASSAM PRIMARY BOYS SCHOOL,مدرسة أم الحصم الابتدائية للبنين,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,PUBLIC SCHOOLS - BOYS,مدارس عامة - أولاد,337,50.5944980599999,26.2049548299999
334,WEST RIFFA PRIMARY BOYS SCHOOL,مدرسة الرفاع الغربي الابتدائية للبنين,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,PUBLIC SCHOOLS - BOYS,مدارس عامة - أولاد,910,50.5472446699999,26.1258532
335,AʻALI INTERMEDIATE GIRLS SCHOOL,مدرسة عالي الاعدادية للبنات,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,PUBLIC SCHOOLS - GIRLS,مدارس عامة - بنات,734,50.5242300099999,26.15236307
336,AʻALI PRIMARY GIRLS SCHOOL,مدرسة عالي الابتدائية للبنات,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,PUBLIC SCHOOLS - GIRLS,مدارس عامة - بنات,736,50.52668954,26.14934981
337,A'AMENA BINT WAHAB PRIMARY GIRLS SCHOOL,مدرسة آمنة بنت وهب الابتدائية للبنات,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,PUBLIC SCHOOLS - GIRLS,مدارس عامة - بنات,207,50.6054328399999,26.25546968
338,AIN JALOOT PRIMARY GIRLS SCHOOL,مدرسة عين جالوت الابتدائية للبنات,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,PUBLIC SCHOOLS - GIRLS,مدارس عامة - بنات,813,50.5608611899999,26.1657057299999
339,ʻAISHA UMM AL MOAMININ INTERMEDIATE GIRLS SCHOOL,مدرسة عائشة أم المؤمنين الاعدادية للبنات,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,PUBLIC SCHOOLS - GIRLS,مدارس عامة - بنات,305,50.58136933,26.2329471
340,AL ʻAHAD AL ZAHER SECONDARY GIRLS SCHOOL,مدرسة العهد الزاهر الثانوية للبنات,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,PUBLIC SCHOOLS - GIRLS,مدارس عامة - بنات,1214,50.5105203399999,26.06917438
341,AL ANDALUS PRIMARY GIRLS SCHOOL,مدرسة الاندلس الابتدائية للبنات,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,PUBLIC SCHOOLS - GIRLS,مدارس عامة - بنات,937,50.57194582,26.13947955
342,AL BUDAIYA PRIMARY & INTERMEDIATE GIRLS SCHOOL,مدرسة البديع الابتدائية الاعدادية للبنات,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,PUBLIC SCHOOLS - GIRLS,مدارس عامة - بنات,555,50.44886331,26.2090469599999
343,AL BUSAITEEN INTERMEDIATE GIRLS SCHOOL,مدرسة البسيتين الاعدادية للبنات,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,PUBLIC SCHOOLS - GIRLS,مدارس عامة - بنات,224,50.61561796,26.26919257
344,AL BUSAITEEN INTERMEDIATE GIRLS SCHOOL,مدرسة البسيتين الإعدادية للبنات,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,PUBLIC SCHOOLS - GIRLS,مدارس عامة - بنات,228,50.6006840299999,26.2778056599999
345,AL DAIH PRIMARY & INTERMEDIATE GIRLS SCHOOL,مدرسة الديه الابتدائية الاعدادية للبنات,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,PUBLIC SCHOOLS - GIRLS,مدارس عامة - بنات,414,50.53472533,26.22566115
346,AL DAIR PRIMARY & INTERMEDIATE GIRLS SCHOOL,مدرسة الدير الابتدائية الاعدادية للبنات,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,PUBLIC SCHOOLS - GIRLS,مدارس عامة - بنات,233,50.6289203199999,26.28052359
