School  Code,School Name,Category,Type,County
30555301,NGOBIT SECONDARY SCHOOL,County,Boys,Laikipia
30555303,NGOBIT GIRLS SECONDARY SCHOOL,County,Girls,Laikipia
30556102,MARMANET SECONDARY SCHOOL,County,Mixed,Laikipia
30556203,NJORUA HIGH SCHOOL,County,Mixed,Laikipia
30556305,IGWAMITI SECONDARY SCHOOL,County,Mixed,Laikipia
31515105,SAJILONI GIRLS SECONDARY SCHOOL,County,Girls,Kajiado
31515106,ENKORIKA SECONDARY SCHOOL,County,Boys,Kajiado
31515108,NKOILE BOYS HIGH SCHOOL,County,Boys,Kajiado
31515404,ILBISSIL GIRLS SECONDARY SCHOOL,County,Girls,Kajiado
31515407,METO SECONDARY SCHOOL,County,Mixed,Kajiado
31515409,NGATATAEK MIXED SECONDARY SCHOOL,County,Mixed,Kajiado
31515410,MAPARASHA SECONDARY SCHOOL,County,Mixed,Kajiado
31545102,ILKISONKO SECONDARY SCHOOL,County,Boys,Kajiado
31545103,OLCHORRO SECONDARY SCHOOL,County,Mixed,Kajiado
31545107,A.I.C SECONDARY SCHOOL – LOITOKITOK,County,Girls,Kajiado
31545108,WHITE MOUNTAIN SECONDARY SCHOOL,County,Mixed,Kajiado
31545201,ILLASIT SECONDARY SCHOOL,County,Mixed,Kajiado
31545203,COLIN DAVIES SECONDARY SCHOOL,County,Mixed,Kajiado
31545204,KIKELELWA SECONDARY SCHOOL,County,Mixed,Kajiado
31545205,ROMBO GIRLS’ BOARDING SECONDARY SCHOOL,County,Girls,Kajiado
31545206,ENTARARA SECONDARY SCHOOL,County,Mixed,Kajiado
31545301,KIMANA SECONDARY SCHOOL,County,Girls,Kajiado
31545303,ENKII BOYS’ SECONDARY SCHOOL,County,Boys,Kajiado
31545306,NAMELOK SECONDARY SCHOOL,County,Mixed,Kajiado
31545307,LENKISEM MIXED BOARDING SECONDARY SCHOOL,County,Mixed,Kajiado
31566101,MASHUURU SECONDARY SCHOOL,County,Boys,Kajiado
31566201,ELERAI MCK GIRLS SECONDARY SCHOOL,County,Girls,Kajiado
31566206,THOMAS FISH SECONDARY SCHOOL,County,Mixed,Kajiado
31573101,BARAKA OONTOYIE SECONDARY SCHOOL,County,Girls,Kajiado
31573113,OLOYIANKALANI MIXED DAY SECONDARY SCHOOL,County,Mixed,Kajiado
31573114,KISAJU MIXED SECONDARY SCHOOL,County,Mixed,Kajiado
31573202,EWUASO GIRLS SECONDARY BOARDING SCHOOL,County,Girls,Kajiado
31573203,PCEA ILNGAROOJ BOYS SECONDARY SCHOOL,County,Boys,Kajiado
31573204,PCEA KIMUKA GIRLS SECONDARY SCHOOL,County,Girls,Kajiado
31573205,KIBIKO SECONDARY SCHOOL,County,Mixed,Kajiado
31573302,PATERSON MEMORIAL SECONDARY SCHOOL,County,Mixed,Kajiado
31573401,OLOIBORSOIT GIRLS SECONDARY SCHOOL,County,Girls,Kajiado
31573402,ILOODOKILANI SECONDARY SCHOOL,County,Girls,Kajiado
32516107,NKARETA SECONDARY SCHOOL,County,Mixed,Narok
32516108,MASIKONDE SECONDARY SCHOOL,County,Mixed,Narok
32516111,SENCHURA SECONDARY SCHOOL,County,Mixed,Narok
32516112,ENTONTOL SECONDARY SCHOOL,County,Mixed,Narok
32516201,SAKUTIEK SECONDARY SCHOOL,County,Mixed,Narok
32516202,OLCHORRO SECONDARY SCHOOL,County,Mixed,Narok
32516304,KISIRIRI SECONARY SCHOOL,County,Mixed,Narok
32516306,OLOKIRIKIRAI SECONDARY SCHOOL,County,Mixed,Narok
32519102,SOSIO SECONDARY SCHOOL,County,Mixed,Narok
32519104,POROKO FRIENDS SECONDARY SCHOOL,County,Mixed,Narok
32519201,ENOOSAEN BOYS SECONDARY SCHOOL,County,Boys,Narok
32519203,ENOOSAEN GIRLS SECONDARY SCHOOL,County,Girls,Narok
32519204,SHANKOE SECONDARY SCHOOL,County,Mixed,Narok
32519301,SHARTUKA SECONDARY SCHOOL,County,Boys,Narok
32519302,OLMELIL SECONDARY SCHOOL,County,Mixed,Narok
32519303,PIRRAR GIRLS SECONDARY SCHOOL (KILGORIS),County,Girls,Narok
32519305,SHARTUKA A.I.C GIRLS SECONDARY SCHOOL,County,Mixed,Narok
32519401,EMARTI SECONDARY SCHOOL,County,Mixed,Narok
32519501,ONGATA BARRIKOI SECONDARY SCHOOL,County,Mixed,Narok
32519502,SIRIA HIGH SCHOOL,County,Boys,Narok
32519504,SIRIA GIRLS’ SECONDARY SCHOOL,County,Girls,Narok
32519508,ONGATA BARRIKOI GIRLS SECONDARY SCHOOL,County,Girls,Narok
32546102,SAIRE SECONDARY SCHOOL,County,Mixed,Narok
32546201,SOGOO HIGH SCHOOL,County,Mixed,Narok
32546203,NKARONI SECONDARY SCHOOL,County,Boys,Narok
32546301,MELELO SECONDARY SCHOOL,County,Mixed,Narok
32546302,OLPUKOTI SECONDARY SCHOOL,County,Mixed,Narok
32546303,OLMEKENYU HIGH SCHOOL,County,Mixed,Narok
32546406,ENAKISHOMI MIXED DAY SECONDARY SCHOOL,County,Mixed,Narok
32546407,ENKARE NAIROWUA GIRLS SECONDARY SCHOOL,County,Girls,Narok
32546501,NAROOSURA MIXED SECONDARY SCHOOL,County,Mixed,Narok
32546601,LOITA MIXED SEC SCHOOL,County,Mixed,Narok
32560204,KABOLECHO SECONDARY SCHOOL,County,Girls,Narok
32581101,MAASAI MARA SECONDARY SCHOOL,County,Mixed,Narok
32581104,LEMEK NAMUNYAK GIRLS SECONDARY  SCHOOL,County,Girls,Narok
32581201,MOGOIYUET SECONDARY SCHOOL,County,Mixed,Narok
32581203,NGIITO SECONDARY SCHOOL,County,Mixed,Narok
32581205,SALABWEK SECONDARY SCHOOL,County,Mixed,Narok
32581213,OLOOMIRANI GIRLS SECONDARY SCHOOL,County,Girls,Narok
32581301,MOI NAIKARRA SECONDARY SCHOOL,County,Mixed,Narok
32582402,SUSWA GIRLS SECONDARY SCHOOL,County,Girls,Narok
33517103,AIC KAPKELELWA SECONDARY SCHOOL,County,Mixed,Baringo
33517106,SANGARAU GIRLS SECONDARY SCHOOL,County,Girls,Baringo
33517204,TALAI SECONDARY SCHOOL,County,Mixed,Baringo
33517206,NGETMOI SECONDARY SCHOOL,County,Girls,Baringo
33517207,KAPKAWA SECONDARY SCHOOL,County,Boys,Baringo
33517208,OINOBMOI HIGH SCHOOL,County,Boys,Baringo
33517209,A I C PHILEMON CHELAGAT GIRLS,County,Girls,Baringo
33521104,MAJI MAZURI GIRLS HIGH SCHOOL,County,Girls,Baringo
33521107,SABATIA  SECONDARY SCHOOL,County,Mixed,Baringo
33521201,TORONGO HIGH SCHOOL,County,Girls,Baringo
33521202,TIMBOROA SECONDARY SCHOOL,County,Boys,Baringo
33521203,MUMBERES GIRL’S SECONDARY SCHOOL,County,Girls,Baringo
33532101,CHEMOLINGOT SECONDARY SCHOOL,County,Boys,Baringo
33532105,KOLOWA SECONDARY SCHOOL,County,Mixed,Baringo
33532106,NGORON SECONDARY SCHOOL,County,Mixed,Baringo
33532108,LOIWAT HIGH SCHOOL,County,Mixed,Baringo
33547102,KASISIT SECONDARY SCHOOL,County,Girls,Baringo
33547104,AIYEBO HIGH SCHOOL,County,Boys,Baringo
33547105,KAPKIAMO SECONDARY SCHOOL,County,Mixed,Baringo
33547106,KAPCHEPKOR SECONDARY SCHOOL,County,Boys,Baringo
33547107,TANYILEEL SECONDARY SCHOOL,County,Girls,Baringo
33547203,POI MIXED DAY AND BOARDING SECONDARY SCHOOL,County,Mixed,Baringo
33547205,ARAP MOI SECONDARY SCHOOL BARTABWA,County,Mixed,Baringo
33547404,KAPLUK SECONDARY SCHOOL,County,Mixed,Baringo
33547406,KETURWO SECONDARY SCHOOL,County,Mixed,Baringo
33558102,NGAMBO SECONDARY SCHOOL,County,Mixed,Baringo
33558103,KISERIAN SECONDARY SCHOOL,County,Mixed,Baringo
33558104,LAKE BOGORIA ROCHDALE SECONDARY SCHOOL,County,Mixed,Baringo
33558201,MOCHONGOI SECONDARY SCHOOL,County,Mixed,Baringo
33562102,MOLO SIRWE SECONDARY SCHOOL,County,Mixed,Baringo
33562103,MAJI MOTO SECONDARY SCHOOL,County,Mixed,Baringo
33562108,KIPTOIM SECONDARY SCHOOL,County,Mixed,Baringo
33562202,ROSOGA SECONDARY SCHOOL,County,Mixed,Baringo
33584001,A I C CHURO SECONDARY SCHOOL,County,Boys,Baringo
33584002,TANGULBEI HIGH SCHOOL,County,Mixed,Baringo
33584003,NGIINYANG GIRLS HIGH SCHOOL,County,Girls,Baringo
34518103,ST.ALPHONSUS MUTEI  GIRLS’ SECONDARY SCHOOL,County,Girls,Elgeyo Marakwet
34518105,KIMURON SECONDARY SCHOOL,County,Boys,Elgeyo Marakwet
34518403,ANIN SECONDARY SCHOOL,County,Girls,Elgeyo Marakwet
34518404,KAPTUM SECONDARY SCHOOL,County,Mixed,Elgeyo Marakwet
34518405,KABULWO SECONDARY SCHOOL,County,Mixed,Elgeyo Marakwet
34518408,KIBENDO SECONDARY SCHOOL,County,Mixed,Elgeyo Marakwet
34520105,CHEBIEMIT  SECONDARY SCHOOL,County,Boys,Elgeyo Marakwet
34520106,KIMNAI GIRLS SECONDARY SCHOOL,County,Girls,Elgeyo Marakwet
34520107,CHEBARA GIRLS SECONDARY SCHOOL,County,Girls,Elgeyo Marakwet
34520203,ST. TERESA GIRLS SECONDARY SCHOOL – KOIBARAK,County,Girls,Elgeyo Marakwet
34520301,CHEBAI SECONDARY SCHOOL,County,Mixed,Elgeyo Marakwet
34520303,KAPCHEROP BOYS HIGH SCHOOL,County,Boys,Elgeyo Marakwet
34520304,CHEBORORWA SECONDARY SCHOOL,County,Girls,Elgeyo Marakwet
34520305,ST.JOSEPH’S LELAN BOYS SECONDARY SCHOOL,County,Boys,Elgeyo Marakwet
34520306,MOI KAPCHEROP GIRLS SECONDARY SCHOOL,County,Girls,Elgeyo Marakwet
34559202,KITANY SECONDARY SCHOOL,County,Boys,Elgeyo Marakwet
34559203,LELBOINET  BOYS HIGH SCHOOL,County,Boys,Elgeyo Marakwet
34559205,BIWOTT SECONDARY SCHOOL,County,Mixed,Elgeyo Marakwet
34559206,KOPTEGA SECONDARY SCHOOL,County,Girls,Elgeyo Marakwet
34559207,"ST. JOSEPH’S GIRLS SECONDARY SCHOOL, KIPSAINA",County,Girls,Elgeyo Marakwet
34559209,ATNAS KANDIE SECONDARY SCHOOL,County,Boys,Elgeyo Marakwet
34559210,KIPTULOS SECONDARY SCHOOL,County,Mixed,Elgeyo Marakwet
34559301,AIC SOY GIRLS SECONDARY SCHOOL,County,Girls,Elgeyo Marakwet
34559302,KIMWARER SECONDARY SCHOOL,County,Boys,Elgeyo Marakwet
34559303,ST.AUGUSTINE SECONDARY SCHOOL EMSEA,County,Boys,Elgeyo Marakwet
34559306,DANIEL ADVENTIST HIGH SCHOOL – KAPTUBEI,County,Mixed,Elgeyo Marakwet
34559504,KAPKITONY GIRLS SECONDARY SCHOOL,County,Girls,Elgeyo Marakwet
34559505,KOCHOLWO SECONDARY SCHOOL,County,Mixed,Elgeyo Marakwet
34561101,KERIO VALLEY SECONDARY SCHOOL,County,Boys,Elgeyo Marakwet
34561102,ST.PAUL’S  KAPKONDOT GIRLS SECONDARY SCHOOL,County,Girls,Elgeyo Marakwet
34561202,KAMASIA MIXED SECONDARY SCHOOL,County,Mixed,Elgeyo Marakwet
34561303,CHESEWEW SECONDARY SCHOOL,County,Boys,Elgeyo Marakwet
34561306,ST.PAUL SAMBIRIR BOYS SECONDARY SCHOOL,County,Boys,Elgeyo Marakwet
35601101,ST. MATHIAS’ BUSIA SECONDARY SCHOOL,County,Boys,Busia
35601102,OUR LADY OF MERCY,County,Girls,Busia
35606104,MODING HIGH SCHOOL,County,Mixed,Busia
35606106,KATAKWA SECONDARY SCHOOL,County,Mixed,Busia
35606107,S A ABOLOI SECONDARY SCHOOL,County,Mixed,Busia
35606108,ALBERT EKIRAPA SECONDARY SCHOOL,County,Mixed,Busia
35606116,ST MARTIN’S MWARI SECONDARY SCHOOL,County,Mixed,Busia
35606202,ST JOSEPHS KOCHOLIA SECONDARY SCHOOL,County,Mixed,Busia
35606203,ST.THOMAS AMAGORO GIRLS SECONDARY SCHOOL,County,Girls,Busia
35606204,ST. AUGUSTINE KAMOLO SECONDARY SCHOOL,County,Mixed,Busia
35610102,JOHN OSOGO SECONDARY SCHOOL,County,Boys,Busia
35610103,ST.CECILIA NAMENYA GIRLS SCHOOL,County,Girls,Busia
35610106,ST ANNE’S BUNYALA GIRLS SECONDARY SCHOOL,County,Girls,Busia
35620102,ST. MARY’S AMUKURA GIRLS HIGH,County,Girls,Busia
35623101,BUHUYI SECONDARY SCHOOL,County,Mixed,Busia
35623103,ST. CLARE BUTULA GIRLS’ SECONDARY SCHOOL,County,Girls,Busia
35623104,LUGULU A.C SECONDARY SCHOOL,County,Boys,Busia
35623106,BUKHALALIRE  SECONDARY  SCHOOL,County,Boys,Busia
35623107,ST. JOSEPH’S BUMUTIRU SECONDARY SCHOOL,County,Mixed,Busia
35623108,BUJUMBA BOYS’ SECONDARY SCHOOL,County,Boys,Busia
35623124,BUJUMBA GIRLS’ SECONDARY SCHOOL,County,Girls,Busia
35629104,ST THOMAS AQUINAS MADENDE SECONDARY SCHOOL,County,Mixed,Busia
35629106,MALANGA MIXED SECONDARY SCHOOL,County,Mixed,Busia
36602105,ST PATRICK’S KIMUKUNGI GIRLS,County,Girls,Bungoma
36602107,FRIENDS SECONDARY SCHOOL BUKEMBE,County,Boys,Bungoma
36602108,KIMUGUI SECONDARY SCHOOL,County,Mixed,Bungoma
36602110,FRIENDS SECONDARY SCHOOL LWANDA,County,Girls,Bungoma
36602116,ST MARTINS’ MWIBALE SECONDARY SCHOOL,County,Mixed,Bungoma
36602130,FRIENDS SECONDARY SCHOOL MISANGA,County,Mixed,Bungoma
36602135,NZOIA SUGAR GIRLS SECONDARY SCHOOL,County,Girls,Bungoma
36602138,FRIENDS SANGO SECONDARY SCHOOL,County,Mixed,Bungoma
36602151,FRIENDS SECONDARY  KIMUGUI GIRLS SCHOOL,County,Girls,Bungoma
36605104,KIMOBO SECONDARY SCHOOL,County,Mixed,Bungoma
36605105,FRIENDS MOI HIGH SCHOOL-KAPTAMA,County,Boys,Bungoma
36605113,KAPTAMA FRIENDS GIRLS SECONDARY SCHOOL,County,Girls,Bungoma
36605114,J.B SERUT CHEMWEISUS S.A SECONDARY SCHOOL,County,Mixed,Bungoma
36611001, KARIMA SECONDARY SCHOOL,County,Mixed,Bungoma
36611002,ST. PATRICK’S NAITIRI HIGH SCHOOL,County,Boys,Bungoma
36611003,   FRIENDS SECONDARY SCHOOL-KIBISI,County,Mixed,Bungoma
36611004, LUNGAI SECONDARY SCHOOL,County,Mixed,Bungoma
36611005,  MALIKI BOYS SECONDARY SCHOOL,County,Boys,Bungoma
36611006, MBAKALO FRIENDS SECONDARY SCHOOL,County,Mixed,Bungoma
36611007, MUKUYUNI SECONDARY SCHOOL,County,Girls,Bungoma
36611008,  SIRAKARU SECONDARY SCHOOL,County,Mixed,Bungoma
36611009,  ELUUYA FRIENDS GIRLS SECONDARY SCHOOL,County,Girls,Bungoma
36611010, MILIMA FRIENDS SECONDARY SCHOOL,County,Mixed,Bungoma
36611011,PWANI SECONDARY SCHOOL,County,Mixed,Bungoma
36611012,   FRIENDS SCHOOL NAITIRI,County,Girls,Bungoma
36611014,ST.KIZITO SECONDARY SCHOOL SIRENDE,County,Mixed,Bungoma
36611015,FRIENDS SECONDARY SCHOOL BILIBILI,County,Mixed,Bungoma
36611017,   NABING’ENG’E FRIENDS SECONDARY SCHOOL,County,Mixed,Bungoma
36611018,  ST. BRIGID’S SIUMBWA SECONDARY SCHOOL,County,Mixed,Bungoma
36611019,  FRIENDS MUSEMBE SECONDARY SCHOOL,County,Mixed,Bungoma
36611020,MAKUNGA S A SECONDARY SCHOOL,County,Mixed,Bungoma
36611021,   FRIENDS MALIKI MIXED SECONDARY SCHOOL,County,Mixed,Bungoma
36611023,   NAMAWANGA R.G.C SECONDARY SCHOOL,County,Mixed,Bungoma
36611024,FRIENDS SECONDARY SCHOOL NABISWA,County,Mixed,Bungoma
36611028, MBAKALO FRIENDS GIRLS SECONDARY SCHOOL,County,Girls,Bungoma
36612101,NAMILAMA SECONDARY SCHOOL,County,Mixed,Bungoma
36612102,SIKUSI SECONDARY SCHOOL,County,Boys,Bungoma
36612104,LUUYA GIRLS SECONDARY SCHOOL,County,Girls,Bungoma
36612105,ST. CHARLES LWANGA SECONDARY SCHOOL BWAKE,County,Mixed,Bungoma
36612106,KHACHONGE GIRLS SECONDARY SCHOOL,County,Girls,Bungoma
36612108,ST.JOSEPH’S NALONDO BOYS HIGH SCHOOL,County,Boys,Bungoma
36612109,MABANGA GIRLS SECONDARY SCHOOL,County,Girls,Bungoma
36612112,KABUCHAI GIRLS SECONDARY SCHOOL,County,Girls,Bungoma
36612113,NANGWE GIRLS SECONDARY SCHOOL,County,Girls,Bungoma
36612114,HON. MOSES WETANGULA MIKAYU FRIENDS SECONDARY,County,Mixed,Bungoma
36612115,ST. JOSEPHS NALONDO GIRLS,County,Girls,Bungoma
36612121,MAROBO GIRLS SECONDARY SCHOOL,County,Girls,Bungoma
36612203,CHEBUKAKA GIRLS SECONDARY SCHOOL,County,Girls,Bungoma
36612204,KIMALEWA SECONDARY SCHOOL,County,Mixed,Bungoma
36612205,KUYWA GIRLS SECONDARY SCHOOL,County,Girls,Bungoma
36613102,ST. MARY’S HIGH SCHOOL WEBUYE,County,Girls,Bungoma
36613109,MISEMWA SECONDARY SCHOOL,County,Mixed,Bungoma
36613110,NDIVISI BOYS HIGH SCHOOL,County,Boys,Bungoma
36613112,SIPALA FRIENDS BOYS’ HIGH SCHOOL,County,Boys,Bungoma
36613113,ST FRANCIS HIGH SCHOOL MAKEMO,County,Girls,Bungoma
36613121,FRIENDS SECONDARY SCHOOL MIKUVA,County,Mixed,Bungoma
36621103,MAENI GIRLS’ SECONDARY SCHOOL,County,Girls,Bungoma
36621104,ST. PETER’S NAKALIRA SECONDARY SCHOOL,County,Boys,Bungoma
36621105,ST. MARY’S SOSIO SECONDARY SCHOOL,County,Girls,Bungoma
36621111,ST. THERESA’S GIRLS SECONDARY SCHOOL KIMILILI,County,Girls,Bungoma
36621115,KIMIILILI FRIENDS GIRLS SECONDARY SCHOOL,County,Girls,Bungoma
36626102,KAPTANAI SECONDARY SCHOOL,County,Mixed,Bungoma
36626103,KIKAI FRIENDS SECONDARY SCHOOL,County,Boys,Bungoma
36626104,NAMWELA SECONDARY SCHOOL,County,Boys,Bungoma
36626105,ST. ANTHONY BOYS HIGH SCHOOL-SIRISIA,County,Boys,Bungoma
36626109,NDAKARU S.A SECONDARY SCHOOL,County,Mixed,Bungoma
36626115,FRIENDS SCHOOL KIKAI GIRLS SECONDARY,County,Girls,Bungoma
36626203,MACHAKHA MIXED SECONDARY SCHOOL,County,Mixed,Bungoma
36626204,BUKOKHOLO GIRLS SECONDARY SCHOOL,County,Girls,Bungoma
36626205,A C BUTONGE HIGH SCHOOL,County,Boys,Bungoma
36628102,ST. TERESA’S KABULA SECONDARY SCHOOL,County,Boys,Bungoma
36628106,MUNGORE GIRLS SECONDARY SCHOOL,County,Girls,Bungoma
36628107,KIMAETI HIGH SCHOOL,County,Boys,Bungoma
36628110,NAPARA SECONDARY SCHOOL,County,Girls,Bungoma
36628113,MWIRUTI GIRLS SECONDARY SCHOOL,County,Girls,Bungoma
36630201,KIMABOLE SECONDARY SCHOOL,County,Mixed,Bungoma
36630203,TOROSO SECONDARY SCHOOL,County,Mixed,Bungoma
36630204,THE SALVATION ARMY CHEPTAIS BOYS HIGH SCHOOL,County,Boys,Bungoma
36630207,KIM GIRLS HIGH SCHOOL-KAPKOTA,County,Girls,Bungoma
36630302,KAPKATENY A.C.K SECONDARY SCHOOL,County,Mixed,Bungoma
36630305,ST. TERESA’S GIRLS – CHEPTOROR,County,Girls,Bungoma
36635003,CHEBOSI S.A. SECONDARY SCHOOL,County,Boys,Bungoma
36635005,MISIKHU FRIENDS SECONDARY SCHOOL,County,Mixed,Bungoma
36635010,MILO FRIENDS BOYS’ HIGH SCHOOL,County,Boys,Bungoma
36635011,MATULO FRIENDS GIRLS SECONDARY SCHOOL,County,Girls,Bungoma
36635029,BRENDA FRIEND’S GIRLS’ SECONDARY SCHOOL,County,Girls,Bungoma
36636001,BISHOP PHILIP ANYOLO SECONDARY SCHOOL KAKAMWE,County,Boys,Bungoma
36636002,ST AUGUSTINE GIRLS’ HIGH SCHOOL-LUKHUNA,County,Girls,Bungoma
36636005,ST. PAUL’S SECONDARY SCHOOL;NARATI,County,Mixed,Bungoma
36636009,ST. PETER’S SECONDARY SCHOOL- NDALU,County,Mixed,Bungoma
36636010,MITUA GIRLS SECONDARY SCHOOL,County,Girls,Bungoma
37603003,MATENDE SECONDARY SCHOOL,County,Girls,Kakamega
37603104,MATIOLI SECONDARY SCHOOL,County,Boys,Kakamega
37603105,SHIKOTI GIRLS SECONDARY SCHOOL,County,Girls,Kakamega
37607001,LUMAKANDA BOYS HIGH SCHOOL,County,Boys,Kakamega
37607002,BISHOP SULUMETI GIRLS SECONDARY SCHOOL – LUGARI,County,Girls,Kakamega
37607005,MUNYUKI MIXED SECONDARY SCHOOL,County,Mixed,Kakamega
37607103,ST CECILIA GIRLS MAUTUMA SECONDARY SCHOOL,County,Girls,Kakamega
37607104,HANDOW SECONDARY SCHOOL,County,Mixed,Kakamega
37607202,CHEKALINI SECONDARY SCHOOL,County,Mixed,Kakamega
37614103,MALAVA GIRLS SECONDARY SCHOOL,County,Girls,Kakamega
37614204,ST ANTHONY KAKOYI SECONDARY SCHOOL,County,Mixed,Kakamega
37614209,FRIENDS GIRLS HIGH SCHOOL KIMANG’ETI,County,Girls,Kakamega
37614310,SILUNGAI SECONDARY SCHOOL,County,Boys,Kakamega
