School  Code,School Name,Category,Type,County
37614314,FRIENDS SECONDARY SCHOOL – SILUNGAI GIRLS’,County,Girls,Kakamega
37614409,SAMITSI GIRLS SECONDARY,County,Girls,Kakamega
37614501,KAKUNGA GIRLS SECONDARY SCHOOL,County,Girls,Kakamega
37614503,SHAMBERERE SECONDARY SCHOOL,County,Mixed,Kakamega
37614504,ST. MARY’S SHIHOME GIRLS’ SECONDARY SCHOOL,County,Girls,Kakamega
37615006,LIRHEMBE GIRLS SECONDARY SCHOOL,County,Girls,Kakamega
37615011,SHIKOKHO SECONDARY SCHOOL,County,Mixed,Kakamega
37615013,MAKHOKHO SECONDARY SCHOOL,County,Mixed,Kakamega
37616002,LIRHANDA GIRLS SECONDARY SCHOOL,County,Girls,Kakamega
37616021,ST.PHILIPS MUKOMARI SECONDARY SCHOOL,County,Girls,Kakamega
37617203,MUMIAS BOYS MUSLIM SECONDARY SCHOOL,County,Boys,Kakamega
37617204,MUMIAS MUSLIM GIRLS SECONDARY SCHOOL,County,Girls,Kakamega
37617207,ST.  ELIZABETH LUREKO GIRLS SECONDARY SCHOOL,County,Girls,Kakamega
37617401,A.C.K MILIMANI GIRLS,County,Girls,Kakamega
37617403,ST. ELIZABETH BUMIA GIRLS’ SECONDARY  SCHOOL,County,Girls,Kakamega
37617405,ST ANDREWS ESHIKALAME SECONDARY SCHOOL,County,Mixed,Kakamega
37624001,FRIENDS SCHOOL LUKHOKHO,County,Girls,Kakamega
37624003,MAKHUKHUNI SECONDARY SCHOOL,County,Mixed,Kakamega
37624019,ST. MUKASA GIRLS’ SECONDARY SCHOOL-CHIMOI,County,Girls,Kakamega
37625102,EMALINDI GIRLS SECONDARY SCHOOL,County,Girls,Kakamega
37625109,KHWISERO GIRLS SECONDARY SCHOOL,County,Girls,Kakamega
37625112,MUNDOLI ACK GIRLS HIGH SCHOOL,County,Girls,Kakamega
37627103,KOYONZO SECONDARY SCHOOL,County,Mixed,Kakamega
37627106,ST. JAMES NAMAMBA SECONDARY SCHOOL,County,Mixed,Kakamega
37627116,ST.TERESA’S ITETE SECONDARY SCHOOL,County,Mixed,Kakamega
37631501,ESHIKULU BOYS SECONDARY SCHOOL,County,Boys,Kakamega
37632103,NAMIRAMA GIRLS HIGH SCHOOL,County,Girls,Kakamega
37632207,ST KIZITO SECONDARY SCHOOL LUSUMU,County,Mixed,Kakamega
37634312,SHITOTO GIRLS’ SECONDARY SCHOOL,County,Girls,Kakamega
37634316,ST. MARTHA’S MWITOTI SECONDARY SCHOOL,County,Mixed,Kakamega
37634321,ST PAUL’S LUBINU GIRLS SECONDARY SCHOOL,County,Girls,Kakamega
38604106,KEGOYE SECONDARY SCHOOL,County,Mixed,Vihiga
38604108,MBIHI SECONDARY SCHOOL,County,Mixed,Vihiga
38618102,EBUNANGWE SECONDARY SCHOOL,County,Boys,Vihiga
38618105,EBUSIRATSI SECONDARY SCHOOL,County,Girls,Vihiga
38618109,KILINGILI SECONDARY SCHOOL,County,Mixed,Vihiga
38618205,ESALWA SECONDARY SCHOOL,County,Boys,Vihiga
38619104,ST. ANNE´S BUYANGU GIRLS´ SCHOOL,County,Girls,Vihiga
38619105,DR MAURICE DANG’ANA SECONDARY SCHOOL,County,Mixed,Vihiga
38619109,MUNZATSI SECONDARY SCHOOL,County,Boys,Vihiga
38619202,SENENDE BOYS’ HIGH SCHOOL,County,Boys,Vihiga
38619207,IMUSUTSU MIXED SECONDARY SCHOOL,County,Mixed,Vihiga
38619212,FRIENDS SCHOOL KAIMOSI DEMONSTRATION SECONDARY,County,Mixed,Vihiga
38622101,BUSALI UNION SECONDARY SCHOOL,County,Boys,Vihiga
38622104,ST. URSULAS CHAMAKANGA GIRLS SECONDARY SCHOOL,County,Girls,Vihiga
38622105,GAHUMBWA SECONDARY SCHOOL,County,Mixed,Vihiga
38622107,FRIENDS HIGH SCHOOL KIGAMA,County,Boys,Vihiga
38622113, IKOBERO GIRLS SECONDARY SCHOOL,County,Girls,Vihiga
38633202,EBUBAYI SECONDARY SCHOOL,County,Mixed,Vihiga
38633205,IBUBI GIRLS SECONDARY SCHOOL,County,Girls,Vihiga
39701001,KASAGAM SECONDARY SCHOOL,County,Mixed,Kisumu
39701003,DR. ALOO GUMBI SECONDARY SCHOOL,County,Mixed,Kisumu
39713002,AWASI PAG BOYS HIGH SCHOOL,County,Boys,Kisumu
39713007,KATOLO MIXED SECONDARY SCHOOL,County,Mixed,Kisumu
39713009,KOCHOGO HIGH SCHOOL,County,Mixed,Kisumu
39713022,WITHUR BOYS SECONDARY SCHOOL,County,Boys,Kisumu
39713024,MASOGO MIXED SECONDARY SCHOOL,County,Mixed,Kisumu
39714102,NDIRU MIXED SECONDARY SCHOOL,County,Mixed,Kisumu
39714111,ST. ALOYS RERU GIRLS SECONDARY SCHOOL,County,Girls,Kisumu
39714113,RIDORE ACK MIXED SECONDARY SCHOOL,County,Mixed,Kisumu
39714126,BISHOP ABIERO GIRLS MAGWAR SECONDARY SCHOOL,County,Girls,Kisumu
39714132,MAGWAR MODEL SECONDARY SCHOOL,County,Mixed,Kisumu
39733107,OLEMBO BOYS SECONDARY SCHOOL,County,Boys,Kisumu
39733112,THURGEM SECONDARY SCHOOL,County,Mixed,Kisumu
39733308,OUR LADY OF LOURDES BOLO GIRLS SECONDARY SCHOOL,County,Girls,Kisumu
39734403,MUHORONI MIXED SECONDARY SCHOOL,County,Mixed,Kisumu
39734406,ST. AUGUSTINE’S KANDEGE SECONDARY SCHOOL,County,Mixed,Kisumu
39737002,BISHOP OKOTH OJOLLA GIRLS SECONDARY SCHOOL,County,Girls,Kisumu
39737030,HUMA GIRLS SECONDARY SCHOOL,County,Girls,Kisumu
39741008,KISUMU DAY SECONDARY SCHOOL,County,Boys,Kisumu
39741012,LIONS HIGH SCHOOL,County,Mixed,Kisumu
40703118, NYANCHWA GIRLS SECONDARY SCHOOL,County,Girls,Kisii
40703301,ST AUGUSTINE’S OTAMBA SECONDARY SCHOOL,County,Girls,Kisii
40703304,SENIOR CHIEF MUSA NYANDUSI (KEGATI) SECONDARY SCHO,County,Mixed,Kisii
40703401,ST PAUL’S AMASAGO SECONDARY SCHOOL,County,Boys,Kisii
40703406,RIONDONG’A MIXED SECONDARY SCHOOL,County,Mixed,Kisii
40711102,GAKERO ELCK SECONDARY SCHOOL,County,Mixed,Kisii
40711103,SENGERA PARISH SECONDARY SCHOOL,County,Girls,Kisii
40711105,NYAMONYO SECONDARY SCHOOL,County,Mixed,Kisii
40711108,TENDERE SECONDARY SCHOOL,County,Boys,Kisii
40716104,EKERUBO MIXED SECONDARY SCHOOL,County,Mixed,Kisii
40716105,ST VINCENT’S OMWARI SECONDARY SCHOOL,County,Mixed,Kisii
40716107,IRUMA MIXED SECONDARY SCHOOL,County,Mixed,Kisii
40716109,GESERO SECONDARY SCHOOL,County,Mixed,Kisii
40716110, ISAMWERA SECONDARY SCHOOL,County,Mixed,Kisii
40716112, BOTORO SECONDARY SCHOOL,County,Mixed,Kisii
40716115,   KIABUSURA SECONDARY SCHOOL,County,Mixed,Kisii
40716117, ITIBO ELCK BOYS SECONDARY SCHOOL,County,Boys,Kisii
40716131,RIANYABARO CENTRE OF EXCELLENCE,County,Boys,Kisii
40719103,ST.JOSEPH’S NYABIGENA BOYS SECONDARY SCHOOL,County,Boys,Kisii
40719107,NDURU GIRLS’ SECONDARY SCHOOL,County,Girls,Kisii
40719108,ST MARYS NYABIGENA GIRLS SECONDARY SCHOOL,County,Girls,Kisii
40723101,ST.MONICA MARANI GIRLS SECONDARY SCHOOL,County,Girls,Kisii
40723102,NYAKEIRI SECONDARY SCHOOL,County,Boys,Kisii
40727104,RIOKINDO GIRLS HIGH SCHOOL,County,Girls,Kisii
40727105,MOKUBO SECONDARY SCHOOL,County,Mixed,Kisii
40727106,KERONGORORI MIXED SECONDARY SCHOOL,County,Mixed,Kisii
40727107,NYABIORE SECONDARY SCHOOL,County,Girls,Kisii
40727116,MOTEIRIBE SECONDARY SCHOOL,County,Mixed,Kisii
40727122,OMOBERA SDA GIRLS SECONDARY SCHOOL,County,Girls,Kisii
40727127,NYAKOIBA SECONDARY SCHOOL,County,Mixed,Kisii
40727132,ST.EDWARD NYABIOTO SECONDARY SCHOOL,County,Mixed,Kisii
40727202,MAGENA SECONDARY SCHOOL,County,Boys,Kisii
40727204,NYAMESOCHO SECONDARY SCHOOL,County,Boys,Kisii
40727211,MAGENA GIRL’S SECONDARY SCHOOL,County,Girls,Kisii
40732103,SUGUTA SECONDARY SCHOOL,County,Mixed,Kisii
40732105,GIONSERI SECONDARY SCHOOL,County,Girls,Kisii
40732120,NYABISASE MIXED SECONDARY SCHOOL,County,Mixed,Kisii
40732129,RIAMBASE DEB SECONDARY SCHOOL,County,Mixed,Kisii
40732207,RIGENA P.A.G SECONDARY SCHOOL,County,Mixed,Kisii
40732218,ISENA MISSION GIRLS SECONDARY SCHOOL,County,Girls,Kisii
40735104,NYANTURAGO SECONDARY SCHOOL,County,Mixed,Kisii
40735203,IBACHO SECONDARY SCHOOL,County,Mixed,Kisii
40745102,KIOGE GIRLS HIGH SCHOOL,County,Girls,Kisii
40745103,NYATIEKO MIXED SECONDARY SCHOOL,County,Mixed,Kisii
40747103,NYANGWETA SECONDARY SCHOOL,County,Mixed,Kisii
40747301,MONIANKU SECONDARY SCHOOL,County,Mixed,Kisii
40747302,IKOBA SECONDARY SCHOOL,County,Mixed,Kisii
41704002,BISHOP OKULLU MAGARE GIRLS’ SECONDARY SCHOOL,County,Girls,Homa Bay
41704015,ST. MARY’S MARINDI GIRLS SECONDARY SCHOOL,County,Girls,Homa Bay
41704102,ST. PETER’S DISII MIXED SECONDARY SCHOOL,County,Mixed,Homa Bay
41709208,ST ANTONY NYANDIWA SECONDARY SCHOOL,County,Mixed,Homa Bay
41709217,KIKUBI GIRLS SECONDARY SCHOOL,County,Girls,Homa Bay
41710307,KARABOK SECONDARY SCHOOL,County,Mixed,Homa Bay
41710309,WIRE MIXED SECONDARY SCHOOL,County,Mixed,Homa Bay
41710326,NYAHERA GIRLS’ SECONDARY SCHOOL,County,Girls,Homa Bay
41724001,ST. GABRIEL’S MIRANGA MIXED,County,Boys,Homa Bay
41724006,ST. MARY’S NYAMOGO GIRLS SECONDARY SCHOOL,County,Girls,Homa Bay
41724014,RATANGA GIRLS SECONDARY SCHOOL,County,Mixed,Homa Bay
41724103,NYAMANGA MIXED SECONDARY SCHOOL,County,Mixed,Homa Bay
41724108,OJODE PALA SECONDARY SCHOOL,County,Mixed,Homa Bay
41724111,ST. PETER’S RAMBUSI SECONDARY SCHOOL,County,Mixed,Homa Bay
41724201,OBERA BOYS’ SECONDARY SCHOOL,County,Boys,Homa Bay
41724205,LWANDA KAWUOR SECONDARY SCHOOL,County,Mixed,Homa Bay
41730103,WAONDO SECONDARY SCHOOL,County,Mixed,Homa Bay
41730116,SENATOR OTIENO KAJWANG’ HIGH SCHOOL,County,Boys,Homa Bay
41730118,RUSINGA GIRLS SECONDARY SCHOOL,County,Mixed,Homa Bay
41730201,KAKIIMBA SECONDARY SCHOOL,County,Mixed,Homa Bay
41730202,UOZI SECONDARY SCHOOL,County,Mixed,Homa Bay
41730203,SENA MIXED DAY SECONDARY SCHOOL,County,Mixed,Homa Bay
41730204,MAUTA MIXED SECONDARY SCHOOL,County,Mixed,Homa Bay
41730208,WASAMO GIRLS SECONDARY,County,Girls,Homa Bay
41730301,LAMBWE SECONDARY SCHOOL,County,Boys,Homa Bay
41730303,OGONGO MIXED SECONDARY SCHOOL,County,Mixed,Homa Bay
41731003,KOBALA MIXED SECONDARY SCHOOL,County,Mixed,Homa Bay
41731103,ST. FRANCIS NYANGANJO GIRLS SECONDARY SCHOOL,County,Girls,Homa Bay
41731302,ST INNOCENT JONYO MIXED SECONDARY SCHOOL,County,Mixed,Homa Bay
41731307,SIBURI MIXED SECONDARY SCHOOL,County,Mixed,Homa Bay
41731401,GOGO MIXED SECONDARY SCHOOL,County,Mixed,Homa Bay
41742101,ST. PAUL’S SECONDARY SCHOOL – LIGISA,County,Mixed,Homa Bay
41742102,LUORA MIXED SECONDARY SCHOOL,County,Mixed,Homa Bay
41742107,KOYOO MIXED DAY SECONDARY SCHOOL,County,Mixed,Homa Bay
41742115,ST. DOMNIC RABANGO MIXED SECONDARY SCHOOL,County,Mixed,Homa Bay
41742129,GOD KADO MIXED SECONDARY SCHOOL,County,Mixed,Homa Bay
41742131,ST.JOSEPHINE BAKHITA GIRLS’ SECONDARY SCHOOL,County,Girls,Homa Bay
41742137,ST. MARY’S KACHAR GIRLS SECONDARY SCHOOL,County,Girls,Homa Bay
41743109,OTHORO MIXED SECONDARY SCHOOL,County,Mixed,Homa Bay
41743121,DANISH OBARA MIXED SECONDARY SCHOOL,County,Mixed,Homa Bay
41743201,ANGINO MIXED SECODARY SCHOOL,County,Mixed,Homa Bay
41743209,RINGA GIRLS HIGH SCHOOL,County,Girls,Homa Bay
41743211,GOD BER SECONDARY SCHOOL,County,Mixed,Homa Bay
42705302,HAWINGA GIRLS HIGH SCHOOL,County,Girls,Siaya
42712103,BARKOWINO SECONDARYSCHOOL,County,Mixed,Siaya
42712104,MAJIWA BOYS SECONDARY SCHOOL.,County,Boys,Siaya
42712106,BARCHANDO GIRLS’ SECONDARY SCHOOL,County,Girls,Siaya
42712201,NYANGOMA SECONDARY SCHOOL,County,Boys,Siaya
42712302,BARKANYANGO SECONDARY SCHOOL,County,Boys,Siaya
42712303,WAMBASA GIRLS SECONDARY SCHOOL,County,Girls,Siaya
42712306,GOT AGULU SECONDARY SCHOOL,County,Boys,Siaya
42721102,D.O. MAKASEMBO SECONDARY SCHOOOL,County,Mixed,Siaya
42721103,NYAKONGO GIRLS SECONDARY SCHOOL,County,Girls,Siaya
42721104,ST. SYLVESTER’S GIRLS SECONDARY SCHOOL,County,Girls,Siaya
42721105,NDIGWA SECONDARY SCHOOL,County,Mixed,Siaya
42721203,NYAGOKO SECONDARY SCHOOL,County,Mixed,Siaya
42721205,RALIEW SECONDARY SCHOOL,County,Mixed,Siaya
42725116,SIGWENG’ KARUOTH SECONDARY SCHOOL,County,Mixed,Siaya
42725210,UGENYA HIGH SCHOOL,County,Boys,Siaya
42726102,SINAGA GIRLS SECONDARY SCHOOL,County,Girls,Siaya
42726103,ARGWINGS KODHEK SECONDARY SCHOOL,County,Mixed,Siaya
42726105,NYAMNINIA SECONDARY SCHOOL,County,Mixed,Siaya
42726106,ULUMBI SECONDARY SCHOOL,County,Mixed,Siaya
42726108,MALIERA SECONDARY SCHOOL,County,Boys,Siaya
42726201,SIREMBE MIXED SECONDARY  SCHOOL,County,Mixed,Siaya
42726206,NYAGONDO MIXED SECONDARY SCHOOL,County,Mixed,Siaya
42738106,GOT OSIMBO GIRLS SECONDARY SCHOOL,County,Girls,Siaya
43706103,NYAMAIYA SECONDARY SCHOOL,County,Mixed,Nyamira
43706112,MOTAGARA  GIRLS  SECONDARY  SCHOOL,County,Girls,Nyamira
43706122,MASOSA MIXED SECONDARY SCHOOL,County,Mixed,Nyamira
43706129,MARANI P.A.G GIRLS SECONDARY SCHOOL,County,Girls,Nyamira
43706135,GEKOMONI SECONDARY SCHOOL,County,Mixed,Nyamira
43715101,ESANI SECONDARY SCHOOL,County,Mixed,Nyamira
43715108,RIGOMA SECONDARY SCHOOL,County,Girls,Nyamira
43715114,OMOYO GIRLS HIGH SCHOOL,County,Girls,Nyamira
43720101,MECHEO SDA MIXED SECONDARY,County,Mixed,Nyamira
43720103,MANGA GIRLS HIGH SCHOOL,County,Girls,Nyamira
43720104,ST. THOMAS MOORE,County,Mixed,Nyamira
43720108,ST. GONZAGAGONZA ISOGE,County,Mixed,Nyamira
43720117, ERONGE SDA SECONDARY SCHOOL,County,Mixed,Nyamira
43722132,MANGA GIRLS MODEL SCHOOL,County,Girls,Nyamira
43728102,GEKENDO SECONDARY SCHOOL,County,Boys,Nyamira
43728106,IKONGE P A G SECONDARY SCHOOL,County,Girls,Nyamira
43728107,IKONGE BOYS SECONDARY SCHOOL,County,Boys,Nyamira
43728111,ST. JOSEPH’S BIEGO SECONDARY SCHOOL,County,Mixed,Nyamira
43728114,KIABONYORU SECONDARY SCHOOL,County,Boys,Nyamira
43728129,KIABONYORU GIRLS SECONDARY SCHOOL,County,Girls,Nyamira
43728207,NYAMUSI GIRLS SECONDARY SCHOOL,County,Girls,Nyamira
43728209,MOGONGO GIRLS’ SECONDARY SCHOOL,County,Girls,Nyamira
44707103,KWA SECONDARY SCHOOL,County,Mixed,Migori
44707107,NYADUONG SECONDARY SCHOOL,County,Mixed,Migori
44707108,ANJEGO MIXED SECONDARY SCHOOL,County,Mixed,Migori
44707111,OSINGO MIXED SECONDARY SCHOOL,County,Mixed,Migori
44707112, SAGEGI MIXED SECONDARY SCHOOL,County,Mixed,Migori
44717112,SIGIRIA SECONDARY SCHOOL,County,Mixed,Migori
44717113,KAMEJI MIXED SECONDARY SCHOOL,County,Mixed,Migori
44718201,ST. PETER’S KEGONGA SECONDARY SCHOOL,County,Boys,Migori
44718203,KOMOTOBO SECONDARY SCHOOL,County,Mixed,Migori
44729101,AGENG’A SECONDARY SCHOOL,County,Mixed,Migori
44729102,ST.MICHAEL’S NYANDEMA SECONDARY SCHOOL,County,Mixed,Migori
44729105,MOI NYATIKE SECONDARY SCHOOL,County,Boys,Migori
44736102,ST. MICHAEL PINY OWACHO MIXED SECONDARY SCHOOL,County,Mixed,Migori
44736111,RAPOGI GIRLS SECONDARY SCHOOL,County,Girls,Migori
44736204,ORUBA GIRLS SECONDARY SCHOOL,County,Girls,Migori
44736206,ARAMBE SECONDARY SCHOOL,County,Mixed,Migori
44739101,KOKURO SECONDARY SCHOOL,County,Boys,Migori
44739102,MANYATTA HIGH SCHOOL,County,Boys,Migori
44739105,OWIRO AKOKO GIRLS SECONDARY SCHOOL,County,Girls,Migori
44739115,AWENDO SECONDARY SCHOOL,County,Boys,Migori
44739202,ST.TIMONS RABONDO MIXED SECONDARY SCHOOL,County,Mixed,Migori
44739209,ST JOSEPH KAMYAWA SECONDARY SCHOOL,County,Mixed,Migori
44744121,BISHOP MASAGA OGADA GIRLS SECONDARY SCHOOL,County,Girls,Migori
44746101,MATARE SECONDARY SCHOOL,County,Boys,Migori
44748015,ST. ANGELA MERICI ISIBANIA GIRLS’ SECONDARY SCHOOL,County,Girls,Migori
45801130,MUZDALIFA INTERGRATED GIRLS HIGH SCHOOL,County,Girls,Garissa
45804101,SHURIE SECONDARY SCHOOL,County,Boys,Garissa
45804102,YUSUF HAJI GIRLS SECONDARY SCHOOL,County,Girls,Garissa
45805101,MODOGASHE SECONDARY SCHOOL,County,Boys,Garissa
45805102,BENANE SECONDARY SCHOOL,County,Mixed,Garissa
45806101,BURA SECONDARY SCHOOL,County,Boys,Garissa
45806103,NANIGHI SECONDARY SCHOOL,County,Boys,Garissa
45806202,ALINJUGUR SECONDARY SCHOOL,County,Mixed,Garissa
45815101,DADAAB SECONDARY SCHOOL,County,Boys,Garissa
45815201,KULAN SECONDARY SCHOOL,County,Boys,Garissa
45815301,DERTU GIRLS SECONDARY SCHOOL,County,Girls,Garissa
45816101,BALAMBALA SECONDARY SCHOOL,County,Boys,Garissa
45821101,HULUGHO BOYS’ SECONDARY SCHOOL,County,Boys,Garissa
45821102,HULUGHO GIRLS SECONDARY SCHOOL,County,Girls,Garissa
46802011,WAJIR BOR BOYS SECONDARY SCHOOL,County,Boys,Wajir
46802301,KHOROF HARAR SECONDARY SCHOOL,County,Boys,Wajir
46808101,GRIFTU SECONDARY SCHOOL,County,Boys,Wajir
46808105,WAGALLA MEMORIAL  SECONDARY SCHOOL,County,Mixed,Wajir
46813101,ELDAS SECONDARY SCHOOL,County,Boys,Wajir
46818101,KUTULO GIRLS SECONDARY SCHOOL,County,Girls,Wajir
46818102,TARBAJ SECONDARY SCHOOL,County,Boys,Wajir
46818103,MANSA BOYS SECONDARY SCHOOL,County,Boys,Wajir
46818104,SARMAN BOYS SECONDARY SCHOOL,County,Boys,Wajir
46819101,BUNA SECONDARY SCHOOL,County,Boys,Wajir
46819201,KORONDILLE BOYS SECONDARY SCHOOL,County,Boys,Wajir
46820101,HABASWEIN BOYS SECONDARY SCHOOL,County,Boys,Wajir
46820102,SENIOR CHIEF OGLE GIRLS’ SECONDARY SCHOOL,County,Girls,Wajir
47803113,NEBOI SECONDARY SCHOOL,County,Boys,Mandera
47803123,AL-BUKHARI MIXED SECONDARY SCHOOL,County,Mixed,Mandera
47803202,HARERI MIXED  SECONDARY SCHOOL,County,Mixed,Mandera
47803204,ARESA GIRLS SECONDARY SCHOOL,County,Girls,Mandera
47803301,KHALALIO SECONDARY SCHOOL,County,Boys,Mandera
47803302,KHALALIO GIRLS SECONDARY SCHOOL,County,Girls,Mandera
47810101,TAKABA BOYS’ SECONDARY SCHOOL,County,Boys,Mandera
47810105,DANDU SECONDARY SCHOOL,County,Boys,Mandera
47810106,BURDURAS  SECONDARY SCHOOL,County,Boys,Mandera
47811101,ELWAK SECONDARY SCHOOL,County,Boys,Mandera
47811103,ELWAK GIRLS SECONDARY SCHOOL,County,Girls,Mandera
47811301,WARGADUD MIXED SECONDARY SCHOOL,County,Mixed,Mandera
47812102,RHAMU GIRLS SECONDARY SCHOOL,County,Girls,Mandera
47812201,ASHABITO SECONDARY SCHOOL,County,Boys,Mandera
47812202,RHAMU DIMTU BOYS SECONDARY,County,Boys,Mandera
47812203,ASHABITO GIRLS SECONDARY SCHOOL,County,Girls,Mandera
47814101,LAFEY BOYS SECONDARY SCHOOL,County,Boys,Mandera
47814201,GARI  SECONDARY SCHOOL,County,Boys,Mandera
47817104,MALKAMARI BOYS SECONDARY SCHOOL,County,Boys,Mandera
47822101,CHIEF MOHAMED JARI SECONDARY SCHOOL,County,Boys,Mandera
47822103,KUTULO GIRLS MODEL SECONDARY SCHOOL,County,Girls,Mandera
47824101,ARABIA BOYS SECONDARY SCHOOL,County,Boys,Mandera
47824102,ARABIA GIRLS SECONDARY SCHOOL,County,Girls,Mandera
